subject_id,MFD_true,MFD_SD_true,MFD_false,MFD_SD_false,MSA_true,MSA_SD_true,MSA_false,MSA_SD_false,MFD_overall,MFD_overall_SD,MSA_overall,MSA_overall_SD
s5,0.21419444444444447,0.03009544641738561,0.24351103896103898,0.030046751463739547,5.8850320290232006,1.4503757156504828,6.24713385823472,1.8900306808658334,0.22885274170274172,0.030071098940562577,6.06608294362896,1.6702031982581582
s15,0.15392146464646464,0.01296430816788189,0.16817066942719117,0.03207607134044262,5.005402177428232,1.697134387032186,5.202208497754038,1.6631504569318623,0.1610460670368279,0.022520189754162256,5.103805337591135,1.680142421982024
s25,0.1933703703703704,0.001714938800413369,0.20789149659863945,0.04760563308258747,9.083078454485262,1.225318530660594,8.355207159762058,1.5302047664135834,0.20063093348450492,0.02466028594150042,8.71914280712366,1.3777616485370887
s1,0.20146180555555554,0.039222886088525234,0.21040119047619046,0.049151047466531095,7.1923802238403995,1.0198759791754861,7.143679881900918,0.9975822674967422,0.20593149801587302,0.04418696677752816,7.168030052870659,1.0087291233361142
s11,0.2762178571428571,0.02699570819694164,0.28554583333333333,0.05144675696371283,8.777636669108983,1.5181073474203788,7.616293869705549,2.2735075504249247,0.28088184523809523,0.03922123258032723,8.196965269407265,1.8958074489226517
s21,0.4273577380952381,0.14473707854773582,0.3642524299384825,0.11164378838030835,4.684877821994024,0.9807038942262394,6.537604831372348,2.235998689063625,0.3958050840168603,0.1281904334640221,5.611241326683186,1.6083512916449323
